Event Number,Call Received,Complaint Number,Shift,Tencode,Tencode Description,Tencode Suffix,Tencode Suffix Description,Disposition Code,Disposition Description,Block,Street Name,Unit Dispatched,Sector,Zone,Reporting Area (RPA),Latitude,Longitude,Mapped Location
PD201800494353,05/16/2018 05:32:35 PM,20180432921,B,88,Investigate 911 Hang-Up Call,P,PROGRESS,13,FALSE CALL,2200,15TH AV N ,615B,N,11,4439,36.188,-86.811,"(36.188, -86.811)"
PD201800495037,05/16/2018 09:25:47 PM,20180433512,B,88,Investigate 911 Hang-Up Call,P,PROGRESS,13,FALSE CALL,2600,ELM HILL PKE ,515B,H,17,9105,36.152,-86.676,"(36.152, -86.676)"
PD201800496523,05/17/2018 08:28:42 AM,20180434911,A,88,Investigate 911 Hang-Up Call,PW,REQUEST FOR PUBLIC WORKS,13,FALSE CALL,4500,GRANNY WHITE PKE ,821A,MT,25,7023,36.09,-86.803,"(36.09, -86.803)"
PD201800496689,05/17/2018 09:35:08 AM,20180434978,A,88,Investigate 911 Hang-Up Call,P,PROGRESS,13,FALSE CALL,1200,2ND AV S ,3S51,S,11,8167,36.145,-86.764,"(36.145, -86.764)"
PD201800496909,05/17/2018 11:05:36 AM,20180435162,A,88,Investigate 911 Hang-Up Call,PW,REQUEST FOR PUBLIC WORKS,13,FALSE CALL,12800,OLD HICKORY BLVD ,3S41,S,33,8867,36.031,-86.621,"(36.031, -86.621)"
PD201800497310,05/17/2018 01:12:52 PM,20180435506,A,88,Investigate 911 Hang-Up Call,PW,REQUEST FOR PUBLIC WORKS,13,FALSE CALL,1600,WOODMONT BLVD ,821A,MT,23,6419,36.113,-86.802,"(36.113, -86.802)"
PD201800497923,05/17/2018 04:25:51 PM,20180436095,B,88,Investigate 911 Hang-Up Call,PW,REQUEST FOR PUBLIC WORKS,13,FALSE CALL,400,W TRINITY LN ,621B,N,21,3009,36.207,-86.784,"(36.207, -86.784)"
PD201800497945,05/17/2018 04:34:32 PM,20180436135,B,88,Investigate 911 Hang-Up Call,P,PROGRESS,13,FALSE CALL,200,4TH AV N ,413B,C,15,4137,36.165,-86.779,"(36.165, -86.779)"
PD201800498099,05/17/2018 05:20:21 PM,20180436347,B,88,Investigate 911 Hang-Up Call,PW,REQUEST FOR PUBLIC WORKS,13,FALSE CALL,600,BAYHILL CT ,523B,H,23,9513,36.196,-86.591,"(36.196, -86.591)"
PD201800499068,05/17/2018 10:55:33 PM,20180436980,B,88,Investigate 911 Hang-Up Call,P,PROGRESS,13,FALSE CALL,100,WOODLAND ST ,413C,C,13,1133,36.169,-86.771,"(36.169, -86.771)"
PD201800500387,05/18/2018 09:47:39 AM,20180438210,A,88,Investigate 911 Hang-Up Call,P,PROGRESS,13,FALSE CALL,0,MUSIC SQ E ,811A,MT,11,6715,36.149,-86.792,"(36.149, -86.792)"
PD201800500667,05/18/2018 11:15:48 AM,20180438460,A,88,Investigate 911 Hang-Up Call,PW,REQUEST FOR PUBLIC WORKS,13,FALSE CALL,12800,OLD HICKORY BLVD ,3S42,S,33,8867,36.031,-86.621,"(36.031, -86.621)"
PD201800500776,05/18/2018 11:52:57 AM,20180438547,A,88,Investigate 911 Hang-Up Call,P,PROGRESS,13,FALSE CALL,12800,OLD HICKORY BLVD ,3S42,S,33,8867,36.031,-86.621,"(36.031, -86.621)"
PD201800501563,05/18/2018 04:18:13 PM,20180439191,B,88,Investigate 911 Hang-Up Call,PW,REQUEST FOR PUBLIC WORKS,13,FALSE CALL,600,7TH AV S ,413B,C,23,4023,36.152,-86.778,"(36.152, -86.778)"
PD201800504095,05/19/2018 11:06:08 AM,20180441498,A,88,Investigate 911 Hang-Up Call,PW,REQUEST FOR PUBLIC WORKS,13,FALSE CALL,100,LAFAYETTE ST ,5F23,H,11,8209,36.148,-86.759,"(36.148, -86.759)"
PD201800504711,05/19/2018 03:37:44 PM,20180441925,B,88,Investigate 911 Hang-Up Call,P,PROGRESS,13,FALSE CALL,700,5TH AV S ,423B,C,25,4027,36.152,-86.773,"(36.152, -86.773)"
PD201800505097,05/19/2018 05:41:36 PM,20180442227,B,88,Investigate 911 Hang-Up Call,PW,REQUEST FOR PUBLIC WORKS,13,FALSE CALL,2600,BUCHANAN ST ,611B,N,11,4449,36.181,-86.822,"(36.181, -86.822)"
PD201800505230,05/19/2018 06:24:45 PM,20180442231,B,88,Investigate 911 Hang-Up Call,P,PROGRESS,13,FALSE CALL,300,4TH AV N ,411B,C,11,4159,36.166,-86.78,"(36.166, -86.78)"
PD201800505798,05/19/2018 09:51:39 PM,20180442805,B,88,Investigate 911 Hang-Up Call,PW,REQUEST FOR PUBLIC WORKS,13,FALSE CALL,200,MISTY CAPE CV ,523B,H,23,9545,36.161,-86.592,"(36.161, -86.592)"
PD201800506965,05/20/2018 08:21:24 AM,20180443763,A,88,Investigate 911 Hang-Up Call,P,PROGRESS,13,FALSE CALL,3400,CHANDLER COVE WAY ,321A,S,31,8761,36.021,-86.676,"(36.021, -86.676)"
PD201800507678,05/20/2018 02:48:00 PM,20180444486,A,88,Investigate 911 Hang-Up Call,PW,REQUEST FOR PUBLIC WORKS,13,FALSE CALL,200,BATTLE RD ,333B,S,33,8771,36.002,-86.626,"(36.002, -86.626)"
PD201800508695,05/20/2018 09:41:52 PM,20180445154,B,88,Investigate 911 Hang-Up Call,P,PROGRESS,13,FALSE CALL,200,COLT DR ,125C,W,25,4813,36.088,-86.942,"(36.088, -86.942)"
PD201800510019,05/21/2018 09:50:39 AM,20180446294,A,88,Investigate 911 Hang-Up Call,P,PROGRESS,13,FALSE CALL,1100,CHARLOTTE AV ,415A,C,11,4205,36.162,-86.791,"(36.162, -86.791)"
PD201800510028,05/21/2018 09:53:47 AM,20180446342,A,88,Investigate 911 Hang-Up Call,P,PROGRESS,13,FALSE CALL,800,LYNCH DR ,811A,MT,21,8023,36.131,-86.765,"(36.131, -86.765)"
PD201800510144,05/21/2018 10:35:10 AM,20180446396,A,88,Investigate 911 Hang-Up Call,P,PROGRESS,13,FALSE CALL,400,CHURCH ST ,423A,C,11,4129,36.163,-86.78,"(36.163, -86.78)"
PD201800510262,05/21/2018 11:29:12 AM,20180446779,A,88,Investigate 911 Hang-Up Call,P,PROGRESS,13,FALSE CALL,400,CHURCH ST ,421A,C,11,4139,36.164,-86.78,"(36.164, -86.78)"
PD201800510942,05/21/2018 03:16:47 PM,20180446984,B,88,Investigate 911 Hang-Up Call,P,PROGRESS,13,FALSE CALL,600,OLD HICKORY BLVD ,521B,H,25,9619,36.267,-86.668,"(36.267, -86.668)"
PD201800511056,05/21/2018 03:53:29 PM,20180447080,B,88,Investigate 911 Hang-Up Call,P,PROGRESS,13,FALSE CALL,300,4TH AV N ,411B,C,11,4159,36.166,-86.78,"(36.166, -86.78)"
PD201800512058,05/21/2018 08:45:34 PM,20180447967,B,88,Investigate 911 Hang-Up Call,PW,REQUEST FOR PUBLIC WORKS,13,FALSE CALL,3100,ROLLINGSTONE DR ,333B,S,35,8925,36.072,-86.617,"(36.072, -86.617)"
PD201800513373,05/22/2018 06:58:40 AM,20180449154,C,88,Investigate 911 Hang-Up Call,P,PROGRESS,13,FALSE CALL,12800,OLD HICKORY BLVD ,3S42,S,33,8867,36.031,-86.621,"(36.031, -86.621)"
PD201800513683,05/22/2018 08:54:05 AM,20180449579,A,88,Investigate 911 Hang-Up Call,PW,REQUEST FOR PUBLIC WORKS,13,FALSE CALL,1900,LOUANNE DR ,535A,H,31,8827,36.139,-86.703,"(36.139, -86.703)"
PD201800514528,05/22/2018 01:49:14 PM,20180450272,A,88,Investigate 911 Hang-Up Call,P,PROGRESS,13,FALSE CALL,1200,DEMONBREUN ST ,425B,C,23,4015,36.154,-86.786,"(36.154, -86.786)"
PD201800514666,05/22/2018 02:47:29 PM,20180450266,A,88,Investigate 911 Hang-Up Call,P,PROGRESS,13,FALSE CALL,2600,BRANSFORD AV ,BHPD,MT,21,8035,36.122,-86.767,"(36.122, -86.767)"
PD201800517728,05/23/2018 10:09:37 AM,20180452985,A,88,Investigate 911 Hang-Up Call,PW,REQUEST FOR PUBLIC WORKS,13,FALSE CALL,2600,LEBANON PKE ,515A,H,15,9309,36.17,-86.671,"(36.17, -86.671)"
PD201800517754,05/23/2018 10:18:20 AM,20180453044,A,88,Investigate 911 Hang-Up Call,PW,REQUEST FOR PUBLIC WORKS,13,FALSE CALL,3400,WOODLAND STAR WAY ,615A,N,21,3023,36.227,-86.794,"(36.227, -86.794)"
PD201800517932,05/23/2018 11:15:52 AM,20180453074,A,88,Investigate 911 Hang-Up Call,P,PROGRESS,13,FALSE CALL,400,22ND AV N ,611A,N,15,5339,36.157,-86.807,"(36.157, -86.807)"
PD201800518754,05/23/2018 04:11:23 PM,20180453788,B,88,Investigate 911 Hang-Up Call,P,PROGRESS,13,FALSE CALL,100,31ST AV S ,815B,MT,15,5815,36.142,-86.815,"(36.142, -86.815)"
PD201800519819,05/23/2018 09:48:53 PM,20180454875,B,88,Investigate 911 Hang-Up Call,PW,REQUEST FOR PUBLIC WORKS,13,FALSE CALL,800,CHARLIE PL ,623C,N,23,3025,36.223,-86.818,"(36.223, -86.818)"
PD201800520503,05/24/2018 02:24:59 AM,20180455308,C,88,Investigate 911 Hang-Up Call,P,PROGRESS,13,FALSE CALL,4500,POST RD ,125C,W,21,5017,36.125,-86.854,"(36.125, -86.854)"
PD201800521828,05/24/2018 12:22:58 PM,20180456570,A,88,Investigate 911 Hang-Up Call,P,PROGRESS,13,FALSE CALL,4200,MURFREESBORO PKE ,331A,S,35,8967,36.028,-86.589,"(36.028, -86.589)"
PD201800521870,05/24/2018 12:36:27 PM,20180456499,A,88,Investigate 911 Hang-Up Call,P,PROGRESS,13,FALSE CALL,6200,WILLIAMS GROVE DR ,833A,MT,33,8623,36.017,-86.742,"(36.017, -86.742)"
PD201800522217,05/24/2018 02:42:09 PM,20180457077,A,88,Investigate 911 Hang-Up Call,PW,REQUEST FOR PUBLIC WORKS,13,FALSE CALL,2700,JENKINS ST ,622B,N,11,4449,36.182,-86.822,"(36.182, -86.822)"
PD201800522720,05/24/2018 05:09:44 PM,20180457242,B,88,Investigate 911 Hang-Up Call,PW,REQUEST FOR PUBLIC WORKS,13,FALSE CALL,700,BELL RD ,3F11,S,25,8861,36.051,-86.649,"(36.051, -86.649)"
PD201800523522,05/24/2018 09:09:15 PM,20180457865,B,88,Investigate 911 Hang-Up Call,PW,REQUEST FOR PUBLIC WORKS,13,FALSE CALL,200,GRIZZARD AV ,223B,E,23,1829,36.21,-86.77,"(36.21, -86.77)"
PD201800526260,05/25/2018 04:33:55 PM,20180460402,B,88,Investigate 911 Hang-Up Call,PW,REQUEST FOR PUBLIC WORKS,13,FALSE CALL,500,HOLT VALLEY RD ,120B,W,25,4815,36.089,-86.931,"(36.089, -86.931)"
PD201800526446,05/25/2018 05:41:36 PM,20180460360,B,88,Investigate 911 Hang-Up Call,PW,REQUEST FOR PUBLIC WORKS,13,FALSE CALL,1500,JONES AV ,221B,E,21,1873,36.201,-86.759,"(36.201, -86.759)"
PD201800528688,05/26/2018 12:22:45 PM,20180462325,A,88,Investigate 911 Hang-Up Call,PW,REQUEST FOR PUBLIC WORKS,13,FALSE CALL,3600,HUNTINGBORO TRL ,335B,S,35,8923,36.073,-86.595,"(36.073, -86.595)"
PD201800529009,05/26/2018 03:13:59 PM,20180462460,B,88,Investigate 911 Hang-Up Call,PW,REQUEST FOR PUBLIC WORKS,13,FALSE CALL,5800,OLD HICKORY BLVD ,523B,H,21,9527,36.168,-86.6,"(36.168, -86.6)"
PD201800529422,05/26/2018 06:23:10 PM,20180462910,B,88,Investigate 911 Hang-Up Call,PW,REQUEST FOR PUBLIC WORKS,13,FALSE CALL,800,STONER MILL LN ,523B,H,23,9525,36.204,-86.586,"(36.204, -86.586)"
PD201800532166,05/27/2018 06:19:49 PM,20180465044,B,88,Investigate 911 Hang-Up Call,PW,REQUEST FOR PUBLIC WORKS,13,FALSE CALL,5100,SINGING HILLS DR ,335B,S,35,8967,36.034,-86.586,"(36.034, -86.586)"
PD201800532958,05/28/2018 12:00:44 AM,20180465690,C,88,Investigate 911 Hang-Up Call,PW,REQUEST FOR PUBLIC WORKS,13,FALSE CALL,200,E PALESTINE AV ,711C,M,11,1507,36.25,-86.715,"(36.25, -86.715)"
PD201800534946,05/28/2018 04:56:19 PM,20180467427,B,88,Investigate 911 Hang-Up Call,P,PROGRESS,13,FALSE CALL,2500,TINNIN RD ,723B,M,25,2215,36.398,-86.745,"(36.398, -86.745)"
PD201800536180,05/29/2018 03:07:35 AM,20180468472,C,88,Investigate 911 Hang-Up Call,PW,REQUEST FOR PUBLIC WORKS,13,FALSE CALL,1300,ANTIOCH PKE ,325C,S,23,8847,36.085,-86.69,"(36.085, -86.69)"
PD201800537324,05/29/2018 12:23:43 PM,20180469470,A,88,Investigate 911 Hang-Up Call,P,PROGRESS,13,FALSE CALL,100,WOODMONT BLVD ,117B,W,17,6021,36.125,-86.847,"(36.125, -86.847)"
PD201800537411,05/29/2018 01:01:17 PM,20180469484,A,88,Investigate 911 Hang-Up Call,P,PROGRESS,13,FALSE CALL,1400,MURFREESBORO PKE ,311A,S,15,8835,36.114,-86.691,"(36.114, -86.691)"
PD201800537567,05/29/2018 02:10:29 PM,20180469586,A,88,Investigate 911 Hang-Up Call,PW,REQUEST FOR PUBLIC WORKS,13,FALSE CALL,3100,RICHMOND HILL DR ,725A,M,21,2031,36.236,-86.781,"(36.236, -86.781)"
PD201800541262,05/30/2018 05:41:26 PM,20180472713,B,88,Investigate 911 Hang-Up Call,PW,REQUEST FOR PUBLIC WORKS,13,FALSE CALL,1700,RIVERSIDE DR ,217B,E,17,1405,36.198,-86.724,"(36.198, -86.724)"
PD201800541502,05/30/2018 07:08:48 PM,20180472882,B,88,Investigate 911 Hang-Up Call,P,PROGRESS,13,FALSE CALL,2500,JEFFERSON ST ,610B,N,13,4561,36.169,-86.816,"(36.169, -86.816)"
PD201800542778,05/31/2018 03:01:25 AM,20180474061,C,88,Investigate 911 Hang-Up Call,P,PROGRESS,13,FALSE CALL,7400,COCKRILL BEND BLVD ,115C,W,15,4653,36.18,-86.896,"(36.18, -86.896)"
PD201800543648,05/31/2018 09:09:03 AM,20180474876,A,88,Investigate 911 Hang-Up Call,P,PROGRESS,13,FALSE CALL,7000,CHARLOTTE PKE ,123A,W,23,4703,36.129,-86.906,"(36.129, -86.906)"
PD201800544526,05/31/2018 02:25:21 PM,20180475642,A,88,Investigate 911 Hang-Up Call,PW,REQUEST FOR PUBLIC WORKS,13,FALSE CALL,800,GRANADA AV ,221B,E,21,1903,36.189,-86.756,"(36.189, -86.756)"
PD201800544615,05/31/2018 03:00:46 PM,20180475875,B,88,Investigate 911 Hang-Up Call,PW,REQUEST FOR PUBLIC WORKS,13,FALSE CALL,4000,NOLENSVILLE PKE ,3F11,S,17,8445,36.082,-86.726,"(36.082, -86.726)"
PD201800545346,05/31/2018 06:16:20 PM,20180476316,B,88,Investigate 911 Hang-Up Call,P,PROGRESS,13,FALSE CALL,200,CUMBERLAND BND ,611B,N,11,4401,36.195,-86.79,"(36.195, -86.79)"
PD201800545395,05/31/2018 06:29:58 PM,20180476391,B,88,Investigate 911 Hang-Up Call,P,PROGRESS,13,FALSE CALL,700,HIDDEN HILL DR ,521B,H,23,9525,36.205,-86.585,"(36.205, -86.585)"
PD201800545444,05/31/2018 06:43:34 PM,20180476318,B,88,Investigate 911 Hang-Up Call,PW,REQUEST FOR PUBLIC WORKS,13,FALSE CALL,900,WARD ST ,221B,E,21,1875,36.198,-86.754,"(36.198, -86.754)"
PD201800545893,05/31/2018 08:56:15 PM,20180476743,B,88,Investigate 911 Hang-Up Call,P,PROGRESS,13,FALSE CALL,100,N 1ST ST ,425B,C,13,1989,36.174,-86.775,"(36.174, -86.775)"
PD201800547573,06/01/2018 08:51:57 AM,20180478263,A,88,Investigate 911 Hang-Up Call,P,PROGRESS,13,FALSE CALL,1200,CLINTON ST ,613A,N,15,5423,36.165,-86.796,"(36.165, -86.796)"
PD201800547670,06/01/2018 09:25:40 AM,20180478377,A,88,Investigate 911 Hang-Up Call,P,PROGRESS,13,FALSE CALL,1500,J P HENNESSY DR ,333A,S,33,8869,36.013,-86.607,"(36.013, -86.607)"
PD201800548261,06/01/2018 12:47:29 PM,20180478958,A,88,Investigate 911 Hang-Up Call,P,PROGRESS,13,FALSE CALL,900,YOUNGS LN ,621B,N,23,3011,36.204,-86.809,"(36.204, -86.809)"
PD201800548530,06/01/2018 02:30:22 PM,20180479087,A,88,Investigate 911 Hang-Up Call,P,PROGRESS,13,FALSE CALL,1200,DEMONBREUN ST ,421B,C,23,4015,36.154,-86.786,"(36.154, -86.786)"
PD201800548904,06/01/2018 04:35:41 PM,20180479535,B,88,Investigate 911 Hang-Up Call,P,PROGRESS,13,FALSE CALL,1700,HEIMAN ST ,612B,N,13,4475,36.172,-86.806,"(36.172, -86.806)"
PD201800549219,06/01/2018 06:18:35 PM,20180479696,B,88,Investigate 911 Hang-Up Call,P,PROGRESS,13,FALSE CALL,3000,WEST END AV ,811B,MT,13,5625,36.143,-86.815,"(36.143, -86.815)"
PD201800549484,06/01/2018 07:50:29 PM,20180479822,B,88,Investigate 911 Hang-Up Call,PW,REQUEST FOR PUBLIC WORKS,13,FALSE CALL,1900,LOUANNE DR ,531B,H,31,8827,36.139,-86.702,"(36.139, -86.702)"
PD201800549657,06/01/2018 08:54:44 PM,20180480010,B,88,Investigate 911 Hang-Up Call,P,PROGRESS,13,FALSE CALL,600,4TH AV S ,421B,C,25,4037,36.154,-86.773,"(36.154, -86.773)"
PD201800550430,06/02/2018 02:11:13 AM,20180480671,C,88,Investigate 911 Hang-Up Call,PW,REQUEST FOR PUBLIC WORKS,13,FALSE CALL,1300,BELLSHIRE DR ,721C,M,21,2045,36.262,-86.77,"(36.262, -86.77)"
PD201800550885,06/02/2018 06:33:30 AM,20180481060,C,88,Investigate 911 Hang-Up Call,P,PROGRESS,13,FALSE CALL,500,MURFREESBORO PKE ,511A,H,13,8217,36.143,-86.743,"(36.143, -86.743)"
PD201800551684,06/02/2018 01:29:11 PM,20180481843,A,88,Investigate 911 Hang-Up Call,P,PROGRESS,13,FALSE CALL,3100,RICHMOND HILL DR ,712B,M,21,2031,36.236,-86.779,"(36.236, -86.779)"
PD201800551763,06/02/2018 02:13:36 PM,20180481946,A,88,Investigate 911 Hang-Up Call,PW,REQUEST FOR PUBLIC WORKS,13,FALSE CALL,6600,BURKITT RD ,332B,S,33,8769,35.994,-86.649,"(35.994, -86.649)"
PD201800552732,06/02/2018 08:15:49 PM,20180482665,B,88,Investigate 911 Hang-Up Call,P,PROGRESS,13,FALSE CALL,2300,GALLATIN PKE N ,725B,M,27,1721,36.309,-86.68,"(36.309, -86.68)"
PD201800555657,06/03/2018 08:04:35 PM,20180485047,B,88,Investigate 911 Hang-Up Call,PW,REQUEST FOR PUBLIC WORKS,13,FALSE CALL,400,KINGVIEW CT ,623B,N,23,3141,36.217,-86.835,"(36.217, -86.835)"
PD201800555914,06/03/2018 10:10:34 PM,20180485205,B,88,Investigate 911 Hang-Up Call,P,PROGRESS,13,FALSE CALL,400,22ND AV N ,617B,N,15,5339,36.157,-86.807,"(36.157, -86.807)"
PD201800556855,06/04/2018 06:51:54 AM,20180486102,C,88,Investigate 911 Hang-Up Call,P,PROGRESS,13,FALSE CALL,4300,HARDING PKE ,121A,W,13,5109,36.127,-86.845,"(36.127, -86.845)"
PD201800557120,06/04/2018 08:57:22 AM,20180486306,A,88,Investigate 911 Hang-Up Call,PW,REQUEST FOR PUBLIC WORKS,13,FALSE CALL,800,CHEROKEE AV ,221A,E,21,1855,36.201,-86.752,"(36.201, -86.752)"
PD201800557263,06/04/2018 09:59:00 AM,20180486385,A,88,Investigate 911 Hang-Up Call,P,PROGRESS,13,FALSE CALL,1000,HAWKINS ST ,821A,MT,21,6801,36.148,-86.783,"(36.148, -86.783)"
PD201800557497,06/04/2018 11:36:38 AM,20180486571,A,88,Investigate 911 Hang-Up Call,P,PROGRESS,13,FALSE CALL,2300,SUNNETT PL ,835A,MT,35,8651,36.017,-86.73,"(36.017, -86.73)"
PD201800559038,06/04/2018 08:54:02 PM,20180487838,B,88,Investigate 911 Hang-Up Call,P,PROGRESS,13,FALSE CALL,100,ABBOTTSFORD ,117B,W,17,6113,36.104,-86.827,"(36.104, -86.827)"
PD201800560800,06/05/2018 10:36:34 AM,20180489426,A,88,Investigate 911 Hang-Up Call,P,PROGRESS,13,FALSE CALL,500,GREAT CIRCLE RD ,611A,N,11,4443,36.197,-86.809,"(36.197, -86.809)"
PD201800560914,06/05/2018 11:17:02 AM,20180489543,A,88,Investigate 911 Hang-Up Call,P,PROGRESS,13,FALSE CALL,2400,PATTERSON ST ,8F61,MT,13,5619,36.152,-86.809,"(36.152, -86.809)"
PD201800561145,06/05/2018 12:59:42 PM,20180489731,A,88,Investigate 911 Hang-Up Call,PW,REQUEST FOR PUBLIC WORKS,13,FALSE CALL,4700,APOLLO DR ,321A,S,23,8897,36.069,-86.666,"(36.069, -86.666)"
PD201800561147,06/05/2018 01:00:36 PM,20180489692,A,88,Investigate 911 Hang-Up Call,PW,REQUEST FOR PUBLIC WORKS,13,FALSE CALL,1400,BRICK CHURCH PKE ,621A,N,21,3007,36.205,-86.778,"(36.205, -86.778)"
PD201800561299,06/05/2018 01:56:41 PM,20180489809,A,88,Investigate 911 Hang-Up Call,P,PROGRESS,13,FALSE CALL,3800,RICHLAND AV ,123A,W,13,5211,36.134,-86.832,"(36.134, -86.832)"
PD201800561512,06/05/2018 03:14:34 PM,20180490020,B,88,Investigate 911 Hang-Up Call,PW,REQUEST FOR PUBLIC WORKS,13,FALSE CALL,3700,BELL RD ,523B,H,33,8959,36.151,-86.621,"(36.151, -86.621)"
PD201800563893,06/06/2018 06:19:13 AM,20180492064,C,88,Investigate 911 Hang-Up Call,P,,13,FALSE CALL,100,OPRY PL ,423A,C,21,4107,36.161,-86.779,"(36.161, -86.779)"
PD201800564394,06/06/2018 09:29:06 AM,20180492506,A,88,Investigate 911 Hang-Up Call,P,,13,FALSE CALL,600,ATLANTA DR ,5F23,H,23,9537,36.206,-86.593,"(36.206, -86.593)"
PD201800564939,06/06/2018 12:39:26 PM,20180492883,A,88,Investigate 911 Hang-Up Call,P,,13,FALSE CALL,4300,HARDING PKE ,113A,W,13,5109,36.127,-86.845,"(36.127, -86.845)"
PD201800565113,06/06/2018 01:40:26 PM,20180493042,A,88,Investigate 911 Hang-Up Call,P,,13,FALSE CALL,600,E OLD HICKORY BLVD ,711A,M,15,1703,36.263,-86.699,"(36.263, -86.699)"
PD201800565882,06/06/2018 05:37:50 PM,20180493727,B,88,Investigate 911 Hang-Up Call,PW,,13,FALSE CALL,700,S 6TH ST ,213B,E,11,1013,36.166,-86.759,"(36.166, -86.759)"
PD201800566105,06/06/2018 06:52:56 PM,20180493849,B,88,Investigate 911 Hang-Up Call,P,,13,FALSE CALL,600,JAMES ROBERTSON PKWY ,STPAR,C,11,4203,36.169,-86.786,"(36.169, -86.786)"
PD201800566812,06/06/2018 10:45:28 PM,20180494445,B,88,Investigate 911 Hang-Up Call,PW,,13,FALSE CALL,500,3RD AV S ,4F22,C,25,4035,36.156,-86.772,"(36.156, -86.772)"
PD201800568362,06/07/2018 10:32:19 AM,20180495880,A,88,Investigate 911 Hang-Up Call,PW,REQUEST FOR PUBLIC WORKS,13,FALSE CALL,400,E NOCTURNE DR ,625A,N,21,3039,36.215,-86.795,"(36.215, -86.795)"
PD201800568675,06/07/2018 12:05:33 PM,20180496133,A,88,Investigate 911 Hang-Up Call,P,PROGRESS,13,FALSE CALL,100,31ST AV S ,811A,MT,15,5815,36.142,-86.815,"(36.142, -86.815)"
PD201800569445,06/07/2018 03:59:05 PM,20180496756,B,88,Investigate 911 Hang-Up Call,P,PROGRESS,13,FALSE CALL,3100,WEST END AV ,811B,MT,13,5627,36.144,-86.817,"(36.144, -86.817)"
PD201800569600,06/07/2018 04:46:30 PM,20180497105,B,88,Investigate 911 Hang-Up Call,PW,REQUEST FOR PUBLIC WORKS,13,FALSE CALL,1700,CASS ST ,611B,N,11,4485,36.185,-86.813,"(36.185, -86.813)"
PD201800569653,06/07/2018 05:02:19 PM,20180497004,B,88,Investigate 911 Hang-Up Call,P,PROGRESS,13,FALSE CALL,0,VALERIA ST ,313B,S,13,8355,36.121,-86.735,"(36.121, -86.735)"
PD201800570098,06/07/2018 07:38:52 PM,20180497369,B,88,Investigate 911 Hang-Up Call,PW,REQUEST FOR PUBLIC WORKS,13,FALSE CALL,0,CHAPEL AV ,217B,E,15,1339,36.183,-86.736,"(36.183, -86.736)"
PD201800573226,06/08/2018 04:24:50 PM,20180499973,B,88,Investigate 911 Hang-Up Call,PW,REQUEST FOR PUBLIC WORKS,13,FALSE CALL,600,JOSEPH AV ,221B,E,21,1961,36.183,-86.773,"(36.183, -86.773)"
PD201800573229,06/08/2018 04:26:03 PM,20180500048,B,88,Investigate 911 Hang-Up Call,P,PROGRESS,13,FALSE CALL,1000,14TH AV N ,612B,N,15,5415,36.17,-86.801,"(36.17, -86.801)"
PD201800573242,06/08/2018 04:28:29 PM,20180499989,B,88,Investigate 911 Hang-Up Call,PW,REQUEST FOR PUBLIC WORKS,13,FALSE CALL,1000,8TH ST ,525B,H,25,9707,36.263,-86.648,"(36.263, -86.648)"
PD201800573266,06/08/2018 04:34:00 PM,20180500077,B,88,Investigate 911 Hang-Up Call,P,PROGRESS,13,FALSE CALL,1800,12TH AV S ,811B,MT,11,6617,36.136,-86.789,"(36.136, -86.789)"
PD201800575815,06/09/2018 10:57:02 AM,20180502121,A,88,Investigate 911 Hang-Up Call,P,PROGRESS,13,FALSE CALL,2800,OAKLAND AV ,815A,MT,15,6507,36.122,-86.796,"(36.122, -86.796)"
PD201800576129,06/09/2018 01:24:33 PM,20180502358,A,88,Investigate 911 Hang-Up Call,P,PROGRESS,13,FALSE CALL,4300,HARDING PKE ,113A,W,13,5109,36.127,-86.845,"(36.127, -86.845)"
PD201800576236,06/09/2018 02:21:27 PM,20180502437,A,88,Investigate 911 Hang-Up Call,PW,REQUEST FOR PUBLIC WORKS,13,FALSE CALL,500,14TH AV N ,615B,N,15,5425,36.163,-86.796,"(36.163, -86.796)"
PD201800576528,06/09/2018 04:21:32 PM,20180502696,B,88,Investigate 911 Hang-Up Call,P,PROGRESS,13,FALSE CALL,3200,LINCOLN AV ,622B,N,23,3151,36.201,-86.829,"(36.201, -86.829)"
PD201800578163,06/10/2018 05:54:09 AM,20180503958,C,88,Investigate 911 Hang-Up Call,P,PROGRESS,13,FALSE CALL,2400,WEST END AV ,813C,MT,13,5615,36.148,-86.807,"(36.148, -86.807)"
PD201800578313,06/10/2018 07:26:25 AM,20180504092,A,88,Investigate 911 Hang-Up Call,P,PROGRESS,13,FALSE CALL,100,WHITE BRIDGE PKE ,113A,W,13,5107,36.137,-86.852,"(36.137, -86.852)"
PD201800580087,06/10/2018 10:23:05 PM,20180505548,B,88,Investigate 911 Hang-Up Call,PW,REQUEST FOR PUBLIC WORKS,13,FALSE CALL,700,HERON POINTE DR ,531C,H,33,8943,36.117,-86.63,"(36.117, -86.63)"
PD201800582260,06/11/2018 03:26:04 PM,20180507256,B,88,Investigate 911 Hang-Up Call,PW,REQUEST FOR PUBLIC WORKS,13,FALSE CALL,800,N 2ND ST ,221B,E,21,1951,36.187,-86.771,"(36.187, -86.771)"
PD201800582516,06/11/2018 04:56:27 PM,20180507528,B,88,Investigate 911 Hang-Up Call,P,PROGRESS,13,FALSE CALL,6100,NOLENSVILLE PKE ,332B,S,31,8759,36.023,-86.712,"(36.023, -86.712)"
