District Number,School Number,District Name,School Name,Overall Composite,Literacy Composite,Numeracy Composite,Literacy and Numeracy Composite,Science Composite,Social Studies Composite
260,40,Franklin County,Decherd Elementary,3,3,1,2,3,5
260,50,Franklin County,Franklin Co High School,5,5,5,5,1,5
260,65,Franklin County,Huntland School,1,2,1,1,3,1
260,80,Franklin County,North Middle School,1,3,1,1,3,1
260,82,Franklin County,North Lake Elementary,1,2,1,1,1,3
260,87,Franklin County,Rock Creek Elementary,1,3,1,2,1,1
260,90,Franklin County,Sewanee Elementary,3,3,3,3,1,5
260,115,Franklin County,South Middle School,1,2,1,1,1,2
271,20,Humboldt City,Humboldt Junior/Senior High School,1,3,1,1,1,1
271,27,Humboldt City,East Elementary School,5,3,5,5,5,3
272,10,Milan,Milan High School,4,1,5,3,5,4
272,15,Milan,Milan Middle School,3,2,4,3,2,4
272,25,Milan,Milan Elementary,5,4,5,5,,
273,5,Trenton Special School District,Peabody High School,1,2,1,1,1,5
273,10,Trenton Special School District,Trenton Middle School,5,3,4,4,5,1
273,15,Trenton Special School District,Trenton Elementary,3,4,3,3,,
274,5,Bradford Special School District,Bradford High School,3,3,5,4,1,3
274,10,Bradford Special School District,Bradford Elementary,5,5,5,5,4,5
275,15,Gibson County Special School District,Dyer Elementary,3,4,3,4,3,1
275,33,Gibson County Special School District,Gibson County High School,5,5,5,5,5,5
275,35,Gibson County Special School District,Kenton Elementary School,4,3,5,4,,
275,37,Gibson County Special School District,South Gibson County High School,5,5,3,5,5,3
275,45,Gibson County Special School District,Medina Middle School,3,1,5,4,1,5
275,55,Gibson County Special School District,Rutherford Elementary,5,3,5,5,5,5
275,65,Gibson County Special School District,Spring Hill Elementary,5,5,5,5,5,5
275,85,Gibson County Special School District,Yorkville Elementary,5,2,5,4,5,3
280,7,Giles County,Bridgeforth Middle School,5,5,5,5,5,5
280,35,Giles County,Elkton Elementary,3,3,3,3,1,3
280,45,Giles County,Giles Co High School,5,5,5,5,5,4
280,65,Giles County,Minor Hill School,2,1,3,1,4,1
280,81,Giles County,Richland Elementary,1,4,2,3,1,5
280,84,Giles County,Richland School,3,1,3,2,1,4
280,87,Giles County,Southside Elementary,1,1,1,1,1,1
290,5,Grainger County,Bean Station Elementary,5,4,5,5,5,5
290,8,Grainger County,Grainger High School,3,2,5,3,3,1
290,10,Grainger County,Joppa Elementary,4,5,3,5,1,4
290,18,Grainger County,Rutledge Elementary School,3,5,4,5,1,1
290,23,Grainger County,Rutledge Middle School,1,5,3,4,1,1
290,30,Grainger County,Washburn School,5,5,2,4,5,3
290,32,Grainger County,Grainger Academy,3,,4,4,2,3
300,5,Greene County,Baileyton Elementary,1,4,3,3,1,1
300,10,Greene County,Camp Creek Elementary,4,2,4,3,5,5
300,20,Greene County,Chuckey Elementary,5,4,5,5,2,3
300,25,Greene County,Chuckey Doak Middle School,5,5,5,5,4,5
300,28,Greene County,Chuckey Doak High School,5,5,3,5,5,4
300,30,Greene County,Debusk Elementary,3,3,4,4,2,1
300,35,Greene County,Doak Elementary,4,3,5,5,1,2
300,40,Greene County,Glenwood Elementary,3,4,5,5,1,3
300,55,Greene County,McDonald Elementary,5,4,5,5,5,5
300,60,Greene County,Mosheim Elementary,5,5,4,5,5,5
300,67,Greene County,Nolachuckey Elementary,3,5,5,5,1,3
300,70,Greene County,North Greene High School,5,5,5,5,5,5
300,75,Greene County,Ottway Elementary,5,4,5,5,5,4
300,80,Greene County,South Greene High School,5,5,5,5,5,5
300,95,Greene County,West Greene High School,5,5,5,5,5,5
300,100,Greene County,West Pines Elementary,5,3,3,3,5,5
301,8,Greeneville City,C Hal Henard Elementary,5,3,5,4,5,5
301,15,Greeneville City,Eastview Elementary,5,4,5,5,2,5
301,20,Greeneville City,Greeneville High School,5,5,5,5,5,5
301,25,Greeneville City,Greeneville Middle School,5,3,5,5,5,5
301,30,Greeneville City,Highland Elementary,1,1,5,3,1,1
301,35,Greeneville City,Tusculum View Elementary,5,5,5,5,5,5
310,15,Grundy County,Coalmont Elementary,5,4,3,4,5,3
310,25,Grundy County,Grundy County High School,2,4,2,3,1,3
310,35,Grundy County,North Elementary,2,3,3,4,2,1
310,40,Grundy County,Palmer Elementary,5,3,5,5,3,3
310,45,Grundy County,Pelham Elementary,3,5,1,3,4,2
310,60,Grundy County,Swiss Memorial Elementary,2,1,5,3,2,1
310,65,Grundy County,Tracy Elementary,2,3,2,3,3,2
320,5,Hamblen County,Alpha Elementary,5,5,5,5,5,5
320,7,Hamblen County,East Ridge Middle School,5,5,3,4,5,5
320,10,Hamblen County,Fairview Marguerite,4,4,5,5,1,3
320,12,Hamblen County,Hillcrest Elementary,5,3,3,3,5,5
320,14,Hamblen County,John Hay Elementary,3,4,2,3,3,3
320,15,Hamblen County,Manley Elementary,5,5,3,4,3,5
320,18,Hamblen County,Lincoln Heights Elementary,4,3,3,3,3,5
320,20,Hamblen County,Russellville Elementary,1,3,2,3,1,2
320,27,Hamblen County,Lincoln Heights Middle School,5,5,3,5,5,5
320,30,Hamblen County,Union Heights Elementary,4,3,3,3,5,5
320,33,Hamblen County,West View Middle School,5,4,5,5,5,5
320,35,Hamblen County,Whitesburg Elementary,5,3,5,5,5,4
320,37,Hamblen County,Meadowview Middle School,5,5,5,5,5,5
320,40,Hamblen County,Witt Elementary,3,3,4,3,2,4
320,42,Hamblen County,Morristown East High,5,5,5,5,3,5
320,45,Hamblen County,Morristown West High,5,5,5,5,5,5
320,48,Hamblen County,West Elementary,3,4,3,3,1,4
330,5,Hamilton County,Allen Elementary,5,4,5,5,3,3
330,10,Hamilton County,Alpine Crest Elementary,3,2,3,3,3,5
330,13,Hamilton County,Apison Elementary School,5,5,4,5,3,5
330,16,Hamilton County,Battle Academy For Teaching  Learning,3,3,3,3,3,4
330,17,Hamilton County,Bess T Shepherd Elementary,5,4,5,5,4,3
330,19,Hamilton County,Big Ridge Elementary,4,4,2,3,5,4
330,21,Hamilton County,Brainerd High School,1,1,1,1,1,1
330,33,Hamilton County,Tommie F. Brown International Academy,1,4,1,2,1,3
330,35,Hamilton County,Brown Middle School,5,5,1,3,5,5
330,37,Hamilton County,Calvin Donaldson Environmental Science Academy,3,2,1,1,5,1
330,40,Hamilton County,Central High School,2,2,1,1,4,4
330,41,Hamilton County,Normal Park Museum Magnet School,5,5,5,5,3,5
330,45,Hamilton County,Chatt High Center For Creative Arts,3,5,3,4,3,1
330,46,Hamilton County,Chattanooga School For Arts And Sciences CSAS Upper,5,5,5,5,4,2
330,47,Hamilton County,Chattanooga School For The Arts And Science CSAS Lower,5,4,5,5,3,3
330,48,Hamilton County,Clifton Hills Elementary,1,2,1,1,4,3
330,50,Hamilton County,Daisy Elementary,1,2,1,1,1,3
330,51,Hamilton County,McConnell Elementary,5,5,5,5,5,5
330,55,Hamilton County,Dalewood Middle School,4,2,3,2,5,5
330,58,Hamilton County,Dupont Elementary,2,1,3,2,3,3
330,59,Hamilton County,East Hamilton School,1,2,1,1,1,2
330,62,Hamilton County,East Brainerd Elementary,1,4,1,1,1,3
330,63,Hamilton County,East Lake Elementary,3,4,1,3,3,3
330,64,Hamilton County,East Lake Academy Of Fine Arts,5,3,3,3,5,4
330,65,Hamilton County,East Ridge Elementary,4,4,5,5,2,1
330,70,Hamilton County,East Ridge High School,4,5,2,4,1,4
330,75,Hamilton County,East Ridge Middle School,5,5,5,5,5,5
330,78,Hamilton County,East Side Elementary,2,3,5,5,1,1
330,85,Hamilton County,Middle Valley Elementary,1,2,1,1,5,4
330,86,Hamilton County,Hamilton County Collegiate High at Chattanooga State,5,4,4,5,,
330,90,Hamilton County,Harrison Elementary,5,3,5,5,5,5
330,95,Hamilton County,Hamilton County High School,3,3,3,3,2,3
330,97,Hamilton County,Barger Academy,1,3,1,1,3,1
330,100,Hamilton County,Hunter Middle School,5,5,4,5,5,5
330,110,Hamilton County,Hardy Elementary School,1,2,1,1,1,1
330,120,Hamilton County,Loftis Middle School,5,5,5,5,5,5
330,125,Hamilton County,Lookout Mountain Elementary,3,5,3,5,1,2
330,127,Hamilton County,Hixson Elementary,5,3,5,5,5,3
330,128,Hamilton County,Hixson High School,2,4,2,3,3,1
330,129,Hamilton County,Hixson Middle School,1,5,1,2,1,2
330,133,Hamilton County,Hillcrest Elementary,2,2,3,2,3,1
330,137,Hamilton County,The Howard School,1,1,1,1,3,3
